,GLA,REIT,city,free_GLA,last_renovation,ownership,pct_lease,property_name,renovation_year,rent_per_sq,state,tenants,year_acquired,year_built,year_built_or_acquired,zipcode
679,1175423.0,GGP,St. Louis,461371.0,,74.0,98.2,Saint Louis Galleria,,,MO,"[""Dillard's, Macy's, Nordstrom""]",,,,
680,1703332.0,GGP,Frisco,838140.0,,50.0,98.6,Stonebriar Centre,,,TX,"[""Dillard's, JCPenney, Macy's, Nordstrom,"", 'Sears']",,,,
681,764726.0,GGP,Las Vegas,645895.0,,50.0,99.7,The Grand Canal Shoppes,,,NV,['Barneys New York'],,,,
682,266853.0,GGP,Bellevue,142216.0,,40.0,92.4,The Shops at Bravern,,,WA,['Neiman Marcus'],,,,
683,738317.0,GGP,Macon,405098.0,,50.0,99.2,The Shoppes at River Crossing,,,GA,"[""Belk, Dillard's""]",,,,
684,1025100.0,GGP,Towson,605971.0,,35.0,96.4,Towson Town Center,,,MD,"[""Macy's, Nordstrom""]",,,,
685,41715.0,GGP,San Francisco,22208.0,,50.0,100.0,One Union Square,,,CA,['Bulgari'],,,,
686,846146.0,GGP,Coral Gables,414883.0,,55.0,99.3,Shops at Merrick Park,,,FL,"['Neiman Marcus, Nordstrom']",,,,
687,790222.0,GGP,Chicago,405285.0,,47.0,99.3,Water Tower Place,,,IL,"[""Macy's""]",,,,
688,106993.0,GGP,Lahaina,104436.0,,50.0,99.0,Whaler's Village,,,HI,[nan],,,,
689,1522800.0,GGP,Houston,538428.0,,50.0,99.1,Willowbrook Mall,,,TX,"[""Dillard's, JCPenney, Macy's, Macy's Men's,"", 'Sears']",,,,
690,618083.0,PREIT,Camp Hill,,2005,100.0,98.9,Capital City Mall,,, PA,"['JC Penney, Field &', ""Stream, Macy's,"", 'Sears']",,1974,,
691,1304416.0,PREIT,Cherry Hill,,2009,100.0,94.9,Cherry Hill Mall,,, NJ,"['Apple, The', 'Container Store,', 'Crate and Barrel,', ""JC Penney, Macy's"", 'and Nordstrom']",,1961,,
692,950986.0,PREIT,Vineland,,2003,100.0,97.6,Cumberland Mall,,, NJ,"[""Best Buy, BJ's"", 'Wholesale Club,', ""Boscov's,"", 'Burlington Coat', ""Factory, Dick's"", 'Sporting Goods,', 'Home Depot']",,1973,,
693,670201.0,PREIT,Dartmouth,,2000,100.0,94.4,Dartmouth Mall,,, MA,"[""JC Penney, Macy's"", 'and Sears']",,1971,,
694,991478.0,PREIT,Exton,,2000,100.0,86.3,Exton Square Mall,,, PA,"[""Boscov's, Macy's"", 'and Sears']",,1973,,
695,756040.0,PREIT,Frederick,,1991,100.0,96.6,Francis Scott Key Mall,,, MD,"['Barnes & Noble, JC', ""Penney, Macy's,"", 'Sears and Value', 'City Furniture']",,1978,,
696,495254.0,PREIT,Jacksonville,,2008,100.0,98.0,Jacksonville Mall,,, NC,"['Barnes & Noble,', 'Belk, JC Penney', 'and Sears']",,1981,,
697,785009.0,PREIT,Altoona,,1997,100.0,97.3,Logan Valley Mall,,, PA,"[""JC Penney, Macy's"", 'and Sears']",,1960,,
698,618769.0,PREIT,Florence,,2007,100.0,99.3,Magnolia Mall,,, SC,"['Barnes & Noble,', 'Belk, Best Buy,', ""Dick's Sporting"", 'Goods, JC Penney,', 'Sears']",,1979,,
699,1075105.0,PREIT,Moorestown,,2008,100.0,94.1,Moorestown Mall,,, NJ,"[""Boscov's, Lord &"", ""Taylor, Macy's,"", 'Regal Cinema RPX', 'and Sears']",,1963,,
700,715925.0,PREIT,Newport News,,2005,100.0,95.6,Patrick Henry Mall,,, VA,"[""Dick's Sporting"", ""Goods, Dillard's,"", 'JC Penney and', ""Macy's""]",,1988,,
701,926626.0,PREIT,Plymouth Meeting,,2009,100.0,94.4,Plymouth Meeting Mall,,, PA,"['AMC Theater,', ""Boscov's,"", ""Macy's and"", 'Whole Foods']",,1966,,
702,917018.0,PREIT,Hyattsville,,2004,100.0,98.4,The Mall at Prince Georges,,, MD,"[""JC Penney, Macy's,"", 'Marshalls, Ross', 'Dress for Less and', 'Target']",,1959,,
703,1375799.0,PREIT,Springfield,,2015,100.0,91.3,Springfield Town Center,,, VA,"[""Dick's Sporting"", 'Goods, JC Penney,', ""Macy's, Nordstrom"", 'Rack, Regal', 'Cinemas and Target']",,1974,,
704,913446.0,PREIT,Hagerstown,,1999,100.0,98.8,Valley Mall,,, MD,"['Bon-Ton, JC', 'Penney, and Sears']",,1974,,
705,628166.0,PREIT,La Crosse,,2001,100.0,96.1,Valley View Mall,,, WI,"['Barnes & Noble,', ""Herberger's, JC"", 'Penney,', ""Macy's"", 'Sears']",,1980,,
706,577613.0,PREIT,Scranton,,2006,100.0,99.0,Viewmont Mall,,, PA,"['JC Penney and', ""Macy's""]",,1968,,
707,1178476.0,PREIT,Willow Grove,,2001,100.0,97.2,Willow Grove Park,,, PA,"['Apple,', ""Bloomingdale's, JC"", ""Penney, Macy's,"", 'Nordstrom Rack and', 'Sears']",,1982,,
708,1164903.0,PREIT,Grand Rapids,,1998,100.0,98.7,Woodland Mall,,, MI,"['Apple, Barnes &', 'Noble, JC Penney,', ""Kohl's, Macy's and"", 'Sears']",,1968,,
709,910297.0,PREIT,Wilkes-Barre,,2006,100.0,95.0,Wyoming Valley Mall,,, PA,"['Bon-Ton, JC', ""Penney, Macy's and"", 'Sears']",,1971,,
710,1153809.0,PREIT,Monaca,,1991,100.0,74.3,Beaver Valley Mall,,, PA,"[""Boscov's, JC"", 'Penney,', ""Macy's"", 'Sears']",,1970,,
711,468198.0,PREIT,Beckley,,,100.0,96.8,Crossroads Mall,,, WV,"[""Belk, Dick's"", 'Sporting Goods,', 'JC Penney and', 'Sears']",,,,
712,1169350.0,PREIT,Allentown,,2008,50.0,97.1,Lehigh Valley Mall,,, PA,"['Apple,', 'Barnes & Noble,', ""Boscov's, JC"", ""Penney and Macy's""]",,1960,,
713,611194.0,PREIT,Springfield,,1997,50.0,93.5,Springfield Mall,,, PA,"[""Macy's and Target"", nan]",,1974,,
714,369914.0,PREIT,Blackwood,,,25.0,90.8,Gloucester Premium Outlets,,, NJ,"['Nike Factory', 'Store, Old Navy']",,,,
715,778190.0,PREIT,Plymouth Meeting,,,50.0,100.0,Metroplex Shopping Center,,, PA,"['Giant Food Store,', ""Lowe's and Target""]",,,,
716,704526.0,PREIT,Langhorne,,,50.0,97.6,The Court at Oxford Valley,,, PA,"[""Best Buy, BJ's"", 'Wholesale Club,', ""Dick's Sporting"", 'Goods and Home', 'Depot']",,,,
717,462882.0,PREIT,Lancaster,,,50.0,83.6,Red Rose Commons,,, PA,"['Home Depot and', 'Weis Markets']",,,,
718,1039740.0,CBL,Myrtle Beach,323590.0,2007.0,50.0,94.0,Coastal Grand,,, SC,"['Bed Bath & Beyond', ' Belk', ' Cinemark', "" Dick's Sporting Goods"", "" Dillard's"", ' H&M', ' JC\xa0Penney', ' Sears']",,,,
719,1142750.0,CBL,Nashville,407997.0,2015.0,50.0,99.0,CoolSprings Galleria,,, TN,"[""Belk Men's & Kid's"", "" Belk Women's & Home"", "" Dillard's"", ' H&M', ' JC\xa0Penney', "" King's Bowl"", "" Macy's""]",,,,
720,1045311.0,CBL,Fayetteville,282155.0,2013.0,100.0,99.0,Cross Creek Mall,,, NC,"['Belk', ' H&M', ' JC\xa0Penney', "" Macy's"", ' Sears']",2003,1975,,
721,1204002.0,CBL,Lexington,505725.0,2014.0,100.0,96.0,Fayette Mall,,, KY,"[""Dick's Sporting Goods"", "" Dillard's"", ' H&M', ' JC\xa0Penney', "" Macy's""]",2001,1971,,
722,1132352.0,CBL,Greensboro,496370.0,2016.0,50.0,98.0,Friendly Center and The Shops at Friendly,,, NC,"['Barnes & Noble', ' BB&T', ' Belk', ' Belk Home Store', ' The Grande Cinemas', ' Harris Teeter', "" Macy's"", ' REI', ' Sears', ' Whole Foods']",2006,1957,,
723,719565.0,CBL,Clarksville,238528.0,1999.0,47.5,95.0,Governor's Square,,, TN,"['Belk', ' Best Buy', ' Carmike Cinema', "" Dick's Sporting Goods"", "" Dillard's"", ' JC\xa0Penney', ' Ross', ' Sears']",,,,
724,1150185.0,CBL,Chattanooga,331493.0,2016.0,90.0,93.0,Hamilton Place,,, TN,"['Barnes & Noble', ' Belk for Men', ' Kids & Home', ' Belk for Women', "" Dillard's for Men"", ' Kids & Home', "" Dillard's for Women"", ' Forever 21', ' H&M\xa0(7)', ' JC\xa0Penney', ' Regal Cinemas', ' Sears']",,,,
725,1477098.0,CBL,Winston-Salem,475972.0,1990.0,100.0,91.0,Hanes Mall,,, NC,"['Belk', "" Dick's Sporting Goods"", "" Dillard's"", ' Encore', ' H&M', ' JC\xa0Penney', "" Macy's"", ' Sears']",2001,1975,,
726,900434.0,CBL,Louisville,224728.0,1999.0,100.0,100.0,Jefferson Mall,,, KY,"[""Dillard's"", ' H&M', ' JC\xa0Penney', "" Macy's"", ' Ross', ' Sears']",2001,1978,,
727,1178220.0,CBL,Laredo,359657.0,1993.0,100.0,95.0,Mall del Norte,,, TX,"[""Beall's"", ' Cinemark', "" Dillard's"", ' Foot Locker', ' Forever 21', ' H&M', ' JC\xa0Penney', ' Joe Brand', "" Macy's"", "" Macy's Home Store"", ' Sears']",2004,1977,,
728,592168.0,CBL,Wilmington,297830.0,,100.0,88.0,Mayfaire Town Center,,, NC,"['Barnes & Noble', ' Belk', ' The Fresh Market', ' HH\xa0Gregg', ' H&M\xa0(7)', ' Michaels', ' Regal Cinemas']",2015,2004,,
729,771676.0,CBL,North Charleston,268557.0,1995.0,100.0,95.0,Northwoods Mall,,, SC,"['Belk', ' Books-A-Million', "" Dillard's"", ' JC\xa0Penney', ' Sears']",2001,1972,,
730,1609613.0,CBL,Overland Park,431455.0,1998.0,50.0,96.0,Oak Park Mall,,, KS,"['Academy Sports\xa0&\xa0Outdoors', ' Barnes & Noble', "" Dillard's for Women"", "" Dillard's for Men"", ' Children & Home', ' Forever 21', ' H&M', ' JC\xa0Penney', "" Macy's"", ' Nordstrom']",2005,1974,,
731,538991.0,CBL,Jackson,161896.0,1994.0,100.0,79.0,Old Hickory Mall,,, TN,"['Belk', ' JC Penney', "" Macy's"", ' Sears']",2001,1967,,
732,412055.0,CBL,Woodstock,386711.0,2015.0,75.0,91.0,The Outlet Shoppes at Atlanta ,,, GA,['Saks Fifth Ave OFF 5TH'],,,,
733,433046.0,CBL,El Paso,411007.0,2014.0,75.0,98.0,The Outlet Shoppes at El Paso,,, TX,['H&M'],2012,2007,,
734,428073.0,CBL,Simpsonville,381373.0,2015.0,65.0,95.0,The Outlet Shoppes of the Bluegrass ,,, KY,"['H&M', ' Saks Fifth Ave OFF 5TH']",,,,
735,759632.0,CBL,College Station,272106.0,1985.0,100.0,90.0,Post Oak Mall,,, TX,"[""Beall's"", "" Dillard's Men\xa0&\xa0Home"", "" Dillard's Women & Children"", ' Encore', ' JC\xa0Penney', "" Macy's"", ' Sears']",,,,
736,686628.0,CBL,Waco,205403.0,1996.0,100.0,98.0,Richland Mall,,, TX,"[""Beall's"", "" Dillard's for Men"", ' Kids & Home', "" Dillard's for Women"", ' JC\xa0Penney', ' Sears', ' XXI\xa0Forever']",2002,1980,,
737,801392.0,CBL,Brownsville,236635.0,2015.0,100.0,99.0,Sunrise Mall,,, TX,"[""A'gaci"", "" Beall's"", ' Cinemark', "" Dick's Sporting Goods"", "" Dillard's"", ' JC\xa0Penney', ' Sears']",2003,1979,,
738,1067343.0,CBL,Daytona Beach,226510.0,2013.0,100.0,99.0,Volusia Mall ,,, FL,"[""Dillard's for Men\xa0&\xa0Home"", "" Dillard's for Women"", "" Dillard's for Children"", ' H&M', ' JC\xa0Penney', "" Macy's"", ' Sears']",2004,1974,,
739,1197210.0,CBL,Des Peres,414789.0,2002.0,50.0,98.0,West County Center,,, MO,"['Barnes & Noble', "" Dick's Sporting Goods"", ' Forever\xa021', ' JC\xa0Penney', "" Macy's"", ' Nordstrom']",2007,1969,,
740,823505.0,CBL,Madison,266033.0,2013.0,100.0,99.0,West Towne Mall,,, WI,"['Boston Store', "" Dave\xa0&\xa0Buster's\xa0(8)"", "" Dick's Sporting Goods"", ' Forever\xa021', ' JC Penney', ' Sears\xa0(8)', ' Total Wine\xa0(8)']",2001,1970,,
741,991564.0,CBL,Lafayette,299301.0,2004.0,100.0,99.0,Acadiana Mall,,, LA,"[""Dillard's"", ' JC Penney', "" Macy's"", ' Sears']",2005,1979,,
742,1163432.0,CBL,Atlanta (Douglasville),309002.0,,100.0,98.0,Arbor Place,,, GA,"['Bed Bath & Beyond', ' Belk', "" Dillard's"", ' Forever\xa021', ' H&M', ' JC\xa0Penney', "" Macy's"", ' Regal Cinemas', ' Sears']",,,,
743,974223.0,CBL,Asheville,266319.0,2000.0,100.0,98.0,Asheville Mall,,, NC,"['Barnes & Noble', ' Belk', "" Dillard's for Men"", ' Children & Home', "" Dillard's for Women"", ' H&M', ' JC Penney', ' Sears']",1998,1972,,
744,1032242.0,CBL,Brookfield,292168.0,2008.0,100.0,97.0,Brookfield Square,,, WI,"['Barnes & Noble', ' Boston Store', ' H&M', ' JC\xa0Penney', ' Sears']",2001,1967,,
745,1046359.0,CBL,Burnsville,382538.0,,100.0,90.0,Burnsville Center,,, MN,"[""Dick's Sporting Goods"", ' Gordmans', ' H&M', ' JC\xa0Penney', "" Macy's"", ' Sears']",1998,1977,,
746,849253.0,CBL,Rockford,333772.0,2007.0,100.0,99.0,CherryVale Mall,,, IL,"['Barnes & Noble', "" Bergner's"", ' JC Penney', "" Macy's"", ' Sears']",2001,1973,,
747,812222.0,CBL,Minot,182516.0,2016.0,100.0,98.0,Dakota Square Mall,,, ND,"['Barnes & Noble', ' Carmike Cinema', "" Herberger's"", ' JC Penney', "" KJ's\xa0Fresh Market"", ' Scheels', ' Sears', ' Sleep Inn & Suites - Splashdown Dakota Super Slides', ' Target']",2012,1980,,
748,787389.0,CBL,Madison,228765.0,2004.0,100.0,96.0,East Towne Mall,,, WI,"['Barnes & Noble', ' Boston Store', "" Dick's Sporting Goods"", ' Gordmans', ' H&M\xa0(7)', ' JC\xa0Penney', ' Sears', ' Steinhafels']",2001,1971,,
749,860.83,CBL,Cincinnati,280118.0,1995.0,100.0,86.0,EastGate Mall,,, OH,"[""Dillard's"", ' JC Penney', "" Kohl's"", ' Sears']",2003,1980,,
750,760799.0,CBL,Bloomington,221144.0,,100.0,94.0,Eastland Mall,,, IL,"[""Bergner's"", ' JC Penney', "" Kohl's"", "" Macy's"", ' Sears']",2005,1967,,
751,524075.0,CBL,Cheyenne,179205.0,1997.0,100.0,97.0,Frontier Mall,,, WY,"['Carmike Cinema', "" Dillard's for Women"", "" Dillard's for Men"", ' Kids\xa0& Home', ' JC\xa0Penney', ' Sears', ' Sports Authority']",,,,
752,890852.0,CBL,Chesapeake,269039.0,2004.0,100.0,92.0,Greenbrier Mall,,, VA,"[""Dillard's"", ' GameWorks', ' JC Penney', "" Macy's"", ' Sears']",2004,1981,,
753,505483.0,CBL,Bel Air,181307.0,2007.0,100.0,95.0,Harford Mall,,, MD,"['Encore', "" Macy's"", ' Sears']",2003,1973,,
754,677322.0,CBL,Terre Haute,185807.0,1981.0,100.0,93.0,Honey Creek Mall,,, IN,"[""Carson's"", ' Encore', ' JC\xa0Penney', "" Macy's"", ' Sears']",2004,1968,,
755,827648.0,CBL,El Centro,214031.0,,100.0,96.0,Imperial Valley Mall,,, CA,"['Cinemark', "" Dillard's"", ' JC\xa0Penney', "" Kohl's"", "" Macy's"", ' Sears']",,,,
756,842263.0,CBL,Bismarck,203700.0,2016.0,100.0,94.0,Kirkwood Mall,,, ND,"['H&M', "" Herberger's"", ' Keating Furniture', ' JC\xa0Penney', ' Scheels', ' Target']",2012,1970,,
757,494886.0,CBL,Livonia,196076.0,1994.0,100.0,94.0,Laurel Park Place,,, MI,"[""Carson's"", ' Von Maur']",2005,1989,,
758,557333.0,CBL,Layton,211366.0,1998.0,100.0,99.0,Layton Hills Mall,,, UT,"[""Dick's Sporting Goods"", ' JC Penney', "" Macy's""]",2006,1980,,
759,972186.0,CBL,Lansing,290708.0,2001.0,100.0,86.0,Meridian Mall,,, MI,"['Bed Bath & Beyond', "" Dick's Sporting Goods"", ' Gordmans', ' H&M', ' JC\xa0Penney', "" Macy's"", ' Planet Fitness', ' Schuler Books & Music', ' Younkers for Her', ' Younkers Men', ' Kids\xa0&\xa0Home']",1998,1969,,
760,1076184.0,CBL,St. Peters,288165.0,2015.0,100.0,98.0,Mid Rivers Mall,,, MO,"['Best Buy', "" Dick's Sporting Goods"", "" Dillard's"", ' JC Penney', "" Macy's"", ' Planet Fitness', ' Sears', ' V-Stock', ' Wehrenberg Theaters']",2007,1987,,
761,762381.0,CBL,Chattanooga,181634.0,2014.0,100.0,96.0,Northgate Mall,,, TN,"['Belk', ' Burlington', ' Carmike Cinema', ' former JC Penney', ' Michaels', ' Ross', ' Sears', ' T.J. Maxx']",2011,1972,,
762,934548.0,CBL,Joplin,281447.0,1996.0,100.0,87.0,Northpark Mall,,, MO,"[""Dunham's Sports"", ' JC\xa0Penney', ' Jo-Ann Fabrics & Crafts', '']",2004,1972,,
763,394257.0,CBL,Oklahoma City,394257.0,2014.0,75.0,93.0,The Outlet Shoppes at Oklahoma City,,, OK,,,,,
764,540167.0,CBL,Little Rock,236417.0,,100.0,97.0,Park Plaza,,, AR,"[""Dillard's for Men & Children"", "" Dillard's for Women & Home"", ' Forever 21', ' H&M\xa0(7)']",2004,1988,,
765,1248667.0,CBL,Beaumont,313501.0,2014.0,100.0,89.0,Parkdale Mall,,, TX,"['Ashley Furniture', "" Beall's"", "" Dillard's"", ' JC\xa0Penney', ' H&M', ' Hollywood Theater', ' Kaplan College', "" Macy's"", "" Marshall's"", ' Michaels', ' Sears', ' 2nd & Charles', ' Tilt Studio\xa0(12)', ' XXI\xa0Forever']",2001,1972,,
766,648271.0,CBL,Huntsville,279093.0,2002.0,100.0,99.0,Parkway Place,,, AL,"['Belk', "" Dillard's""]",1998,1957,,
767,646995.0,CBL,Pearland,282905.0,,100.0,100.0,Pearland Town Center,,, TX,"['Barnes & Noble', "" Dick's Sporting Goods\xa0(14)"", "" Dillard's"", "" Macy's""]",,,,
768,1044146.0,CBL,St. Louis,311280.0,2001.0,100.0,92.0,South County Center,,, MO,"[""Dick's Sporting Goods"", "" Dillard's"", ' JC\xa0Penney', "" Macy's"", ' Sears']",2007,1963,,
769,567.64,CBL,Southaven,184545.0,2013.0,100.0,95.0,Southaven Towne Center,,, MS,"['Bed Bath & Beyond', "" Dillard's"", ' Gordmans', ' HH\xa0Gregg', ' JC\xa0Penney']",,,,
770,672975.0,CBL,Colonial Heights,229715.0,2007.0,100.0,93.0,Southpark Mall,,, VA,"[""Dick's Sporting Goods"", ' JC Penney', "" Macy's"", ' Regal Cinemas', ' Sears']",2003,1989,,
771,1084898.0,CBL,Fairview Heights,299675.0,1993.0,100.0,98.0,St. Clair Square,,, IL,"[""Dillard's"", ' JC Penney', "" Macy's"", ' Sears']",1996,1974,,
772,846121.0,CBL,Hattiesburg,192734.0,1995.0,100.0,89.0,Turtle Creek Mall,,, MS,"['At Home', ' Belk', "" Dillard's"", ' JC Penney', ' Sears', ' Southwest Theaters', ' Stein Mart']",,,,
773,837428.0,CBL,Roanoke,278496.0,2007.0,100.0,99.0,Valley View Mall,,, VA,"['Barnes & Noble', ' Belk', ' JC Penney', "" Macy's"", "" Macy's for Home & Children"", ' Sears']",2003,1985,,
774,954769.0,CBL,Spartanburg,227433.0,1996.0,100.0,81.0,WestGate Mall,,, SC,"['Bed Bath & Beyond', ' Belk', "" Dick's Sporting Goods"", "" Dillard's"", ' JC\xa0Penney', ' Regal Cinemas', ' Sears']",1995,1975,,
775,979541.0,CBL,Greensburg,300160.0,1994.0,100.0,97.0,Westmoreland Mall,,, PA,"['Bon-Ton', ' H&M', ' JC\xa0Penney', "" Macy's"", "" Macy's Home Store"", ' Old Navy', ' Sears']",2002,1977,,
776,751902.0,CBL,York,219976.0,,100.0,91.0,York Galleria,,, PA,"['Bon-Ton', "" Boscov's"", "" Gold's Gym\xa0(17)"", '\xa0']",1999,1989,,
777,886.7,CBL,Burlington,201760.0,2011.0,100.0,84.0,Alamance Crossing,,, NC,"['Barnes & Noble', ' Belk', "" BJ's Wholesale Club"", ' Carousel Cinemas', "" Dick's Sporting Goods"", "" Dillard's"", ' Hobby Lobby', ' JC\xa0Penney', "" Kohl's""]",,,,
778,450398.0,CBL,Morristown,129921.0,1999.0,100.0,99.0,College Square,,, TN,"['Belk', ' Carmike Cinema', "" Dick's Sporting Goods"", "" Goody's"", "" Kohl's"", ' Planet Fitness\xa0(18)', ' T.J.\xa0Maxx']",,,,
779,463751.0,CBL,Maryville,121596.0,2012.0,95.0,99.0,Foothills Mall,,, TN,"['Belk', ' Carmike Cinema', "" Goody's"", ' JC\xa0Penney', ' Sears', ' T.J. Maxx']",1996,1983,,
780,600.71,CBL,Janesville,165692.0,1998.0,100.0,97.0,Janesville Mall,,, WI,"['Boston Store', "" Dick's Sporting Goods"", "" Kohl's"", ' Sears']",1998,1973,,
781,1062532.0,CBL,Paducah,371367.0,1995.0,50.0,84.0,Kentucky Oaks Mall,,, KY,"['Best Buy', ' Cinemark', "" Dick's Sporting Goods"", "" Dillard's"", "" Dillard's Home Store"", ' Elder-Beerman', ' JC Penney', ' Planet\xa0Fitness', ' Sears', ' Vertical Trampoline Park']",2001,1982,,
782,1077250.0,CBL,Pittsburgh,471138.0,2014.0,100.0,89.0,Monroeville Mall,,, PA,"['Barnes & Noble', ' Best Buy', ' Cinemark', "" Dick's Sporting Goods"", ' Forever\xa021', ' H&M', ' JC\xa0Penney', "" Macy's""]",2004,1969,,
783,249937.0,CBL,Gettysburg,249737.0,,50.0,93.0,The Outlet Shoppes at Gettysburg,,, PA,['None'],2012,2000,,
784,403258.0,CBL,Stroudsburg,118775.0,2005.0,100.0,74.0,Stroud Mall,,, PA,"['Bon-Ton', ' Cinemark', ' JC\xa0Penney', ' Sears']",1998,1977,,
785,1264857.0,CBL,Chesterfield,499048.0,2006.0,100.0,,Chesterfield Mall,,, MO,"['AMC Theater', "" Dillard's"", ' H&M', "" Macy's"", ' Sears', ' V-Stock']",2007,1976,,
786,423774.0,CBL,Wausau,150574.0,1999.0,100.0,,Wausau Center,,, WI,"['former JC Penney', ' former Sears', ' Younkers']",2001,1983,,
787,927882.0,CBL,Cary,266096.0,1993.0,100.0,,Cary Towne Center,,, NC,"['Belk', ' Cary Towne Furniture', "" Dave & Buster's"", "" Dillard's"", ' JC\xa0Penney', ' Jump Street', "" former Macy's""]",2001,1979,,
788,761133.0,CBL,Lynchburg,193981.0,2000.0,25.0,,River Ridge Mall,,, VA,"['Belk', ' JC Penney', ' Liberty University', "" Macy's"", ' Regal Cinemas', ' T.J.\xa0Maxx']",2003,1980,,
789,1319000.0,MACE,Chandler,634000.0,,50.1,95.2,Chandler Fashion Center,0.0,,AZ,"[""Dillard's, Macy's, Nordstrom"", nan, 'Sears', nan]",2002,2001,,
790,1269000.0,MACE,Danbury,524000.0,,100,95.9,Danbury Fair Mall,2016.0,,CT,"[""JCPenney, Macy's"", nan, ""Dick's Sporting Goods, Forever 21, Lord & Taylor, Primark, Sears"", nan]",2005,1986,,
791,890000.0,MACE,Phoenix,279000.0,,100,97.5,Desert Sky Mall,2007.0,,AZ,"[""Burlington, Dillard's, Sears"", nan, 'La Curacao, Mercado de los Cielos', nan]",2002,1981,,
792,1044000.0,MACE,Evansville,555000.0,,100,96.3,Eastland Mall,1996.0,,IN,"[""Dillard's, Macy's"", nan, 'JCPenney', nan]",1998,1978,,
793,538000.0,MACE,Rosemont,538000.0,,100,97.7,Fashion Outlets of Chicago,0.0,,IL,"[nan, nan, nan, nan]",2013,2013,,
794,686000.0,MACE,Niagara Falls,686000.0,,100,92.9,Fashion Outlets of Niagara Falls USA,2014.0,,NY,"[nan, nan, nan, nan]",2011,1982,,
795,1674000.0,MACE,Freehold,776000.0,,50.1,97.8,Freehold Raceway Mall,2007.0,,NJ,"[""JCPenney, Lord & Taylor, Macy's, Nordstrom"", nan, ""Dick's Sporting Goods, Primark, Sears"", nan]",2005,1990,,
796,963000.0,MACE,Fresno,403000.0,,100,95.6,Fresno Fashion Fair,2006.0,,CA,"[""Macy's"", nan, ""Forever 21, JCPenney, Macy's"", nan]",1996,1970,,
797,2089000.0,MACE,Valley Stream,901000.0,,100,93.5,Green Acres Mall,2016.0,,NY,"[nan, nan, ""BJ's Wholesale Club, Dick's Sporting Goods,Century 21, JCPenney, Kohl's, Macy's (two),Sears, Walmart "", nan]",2013,1956,,
798,866000.0,MACE,San Bernardino,204000.0,,100,98.1,Inland Center,2016.0,,CA,"[""Macy's, Sears"", nan, 'Forever 21, JCPenney', nan]",2004,1966,,
799,1189000.0,MACE,Brooklyn,460000.0,,100,95.2,Kings Plaza Shopping Center,2002.0,,NY,"[""Macy's"", nan, ""Lowe's"", nan]",2012,1971,,
800,491000.0,MACE,Santa Barbara,174000.0,,100,85.2,La Cumbre Plaza,1989.0,,CA,"[""Macy's"", nan, 'Sears', nan]",2004,1967,,
801,1035000.0,MACE,Davenport,385000.0,,100,87.7,NorthPark Mall,2001.0,,IA,"[""Dillard's, JCPenney, Sears, Von Maur"", nan, 'Younkers', nan]",1998,1973,,
802,1191000.0,MACE,Thousand Oaks,589000.0,,100,95.6,"Oaks, The",2009.0,,CA,"[""JCPenney, Macy's"", nan, ""Dick's Sporting Goods, Nordstrom"", nan]",2002,1978,,
803,1021000.0,MACE,Ventura,372000.0,,100,94.5,Pacific View,2001.0,,CA,"['JCPenney, Sears, Target', nan, ""Macy's"", nan]",1996,1965,,
804,963000.0,MACE,Queens,407000.0,,100,98.5,Queens Center,2004.0,,NY,"[""JCPenney, Macy's"", nan, nan, nan]",1995,1973,,
805,517000.0,MACE,Santa Monica,294000.0,,100,86.5,Santa Monica Place,2015.0,,CA,"[nan, nan, ""Bloomingdale's, Nordstrom"", nan]",1999,1980,,
806,1057000.0,MACE,Gilbert,650000.0,,84.9,97.5,SanTan Village Regional Center,2009.0,,AZ,"[""Dillard's, Macy's"", nan, ""Dick's Sporting Goods"", nan]",2007,2007,,
807,862000.0,MACE,Moline,348000.0,,100,83.1,SouthPark Mall,2015.0,,IL,"[""Dillard's, Von Maur"", nan, ""Dick's Sporting Goods, JCPenney, Younkers"", nan]",1998,1974,,
808,932000.0,MACE,Downey,359000.0,,100,94,Stonewood Center,1991.0,,CA,"[nan, nan, ""JCPenney, Kohl's, Macy's, Sears"", nan]",1997,1953,,
809,1040000.0,MACE,Mesa,388000.0,,100,92.9,Superstition Springs Center,2002.0,,AZ,"[""Dillard's, JCPenney, Macy's, Sears"", nan, nan, nan]",2002,1990,,
810,350000.0,MACE,Elizabethtown,179000.0,,100,87.2,Towne Mall,1989.0,,KY,"[nan, nan, 'Belk, JCPenney, Sears', nan]",2005,1985,,
811,243000.0,MACE,Tucson,243000.0,,100,94.6,Tucson La Encantada,2005.0,,AZ,"[nan, nan, nan, nan]",2002,2002,,
812,505000.0,MACE,Harrisonburg,190000.0,,100,99,Valley Mall,1992.0,,VA,"['Target', nan, ""Belk, Dick's Sporting Goods, JCPenney"", nan]",1998,1978,,
813,921000.0,MACE,Eugene,344000.0,,100,99,Valley River Center,2007.0,,OR,"[""Macy's"", nan, 'JCPenney', nan]",2006,1969,,
814,577000.0,MACE,Victorville,254000.0,,100,97.8,"Victor Valley, Mall of",2012.0,,CA,"[""Macy's"", nan, ""Dick's Sporting Goods, JCPenney, Sears"", nan]",2004,1986,,
